algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
astar_bidir_chpot,81505729,189837356,2217822,2458915,2735466,549,1024065,8717.198003,98953988,4745,8,5
astar_bidir_chpot,81505729,189837356,25642,22770,28464,12,16055,45.458151,38175476,3202,3,2
astar_bidir_chpot,81505729,189837356,6174,5018,6267,4,4727,10.222982,30434052,1822,2,1
astar_bidir_chpot,81505729,189837356,3070426,3128741,3515416,44,2009790,449517.551694,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,251502600,345012608,370284092,40020,63218760,564205.868988,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,14248881,17318433,19267335,7610,6185872,123191.93620699999,139344626,8418,13,7
astar_bidir_chpot,81505729,189837356,3038,2779,3137,6,1792,5.849552,22219548,1600,5,1
astar_bidir_chpot,81505729,189837356,8571,6068,9089,3,5710,11.721079000000001,25421560,1635,1,1
astar_bidir_chpot,81505729,189837356,1210,878,1224,0,878,2.9940100000000003,10712669,878,0,0
astar_bidir_chpot,81505729,189837356,2014,1588,2024,2,1588,4.2776380000000005,15747578,1588,0,0
astar_bidir_chpot,81505729,189837356,60090,60090,65697,0,60090,503099.685746,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,6048,4561,6341,2,4040,10.925215,22075573,1397,2,1
astar_bidir_chpot,81505729,189837356,106497,96011,112345,24,88839,176.690918,41337183,2922,2,2
astar_bidir_chpot,81505729,189837356,240188761,319464475,343141519,35963,63218760,505663.032841,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,15797,15254,17938,134,4854,412.413254,40012075,2294,5,2
core_ch_chpot,81505729,189837356,15797,15254,17938,134,4854,10.333893,40012075,2294,5,2
core_ch,81505729,189837356,433030,409267,463386,32,337136,173.633074,41542978,2232,3,2
core_ch_chpot,81505729,189837356,433030,409267,463386,32,337136,2.614099,41542978,2232,3,2
core_ch,81505729,189837356,2069,1587,2126,4,1478,270.489443,24927380,1154,4,1
core_ch_chpot,81505729,189837356,2069,1587,2126,4,1478,4.1304,24927380,1154,4,1
core_ch,81505729,189837356,11048,9047,11424,3,8605,176.513183,28832234,2616,3,1
core_ch_chpot,81505729,189837356,11048,9047,11424,3,8605,3.294872,28832234,2616,3,1
core_ch,81505729,189837356,1455,1206,1458,0,1206,84.89566599999999,16111539,1206,0,0
core_ch_chpot,81505729,189837356,1455,1206,1458,0,1206,4.375425,16111539,1206,0,0
core_ch,81505729,189837356,258024584,352088441,378311023,43910,63218760,343.879294,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,258024584,352088441,378311023,43910,63218760,379.161109,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,15698,13427,16206,51,11791,583.725201,50762062,3542,6,2
core_ch_chpot,81505729,189837356,15698,13427,16206,51,11791,30.894247,50762062,3542,6,2
core_ch,81505729,189837356,312955,312955,342875,0,312955,3.2324450000000002,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,312955,312955,342875,0,312955,3.749749,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,45858732,67109324,73934705,22225,11927570,355.38388199999997,92096552,5529,15,5
core_ch_chpot,81505729,189837356,45858732,67109324,73934705,22225,11927570,391.665689,92096552,5529,15,5
core_ch,81505729,189837356,289445016,384861011,413360709,55487,64053186,215.184132,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,289445016,384861011,413360709,55487,64053186,245.528314,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,301175,301175,339370,0,301175,2.045862,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,301175,301175,339370,0,301175,2.431709,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,250574503,302582624,323677668,30057,63218760,325.64838000000003,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,250574503,302582624,323677668,30057,63218760,1.7739209999999999,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,293364,279251,318752,5,279216,64.499187,33364452,1159,1,1
core_ch_chpot,81505729,189837356,293364,279251,318752,5,279216,3.4058349999999997,33364452,1159,1,1
core_ch,81505729,189837356,610977,619306,690515,64,472605,137.245043,30009277,1017,3,2
